feature_1,feature_2,feature_3,feature_4,feature_5,target
0.2086290971587471,0.06918402956242209,0.1924514798978545,0.9039389702248384,0.04354998925494047,1
0.3082207915933335,0.07291091995687726,0.21300788876554178,0.05046492946764447,0.5713987696470014,0
0.3560631103584613,0.6248687984662058,0.3131493773047199,0.7148650463883145,0.3287189424970728,1
0.9685070660705637,0.33828337601579817,0.7611782554853861,0.1193618766754665,0.8127443990439279,0
0.3089831060414975,0.25786192897533944,0.482392623168843,0.1728962689507494,0.14147111635299858,0
0.1169417938116587,0.8138302315149425,0.22306787858106225,0.40844053154973103,0.9916951597433359,1
0.3004464311523767,0.9235692164516266,0.42478683142190354,0.3918419998023971,0.20338063215454083,1
0.9511572303607391,0.8677238103639191,0.8451323880021454,0.5990194630772295,0.3784191332747705,0
0.07294909065960598,0.11569965369973345,0.514351538131082,0.9366403639860783,0.0008247364259997836,0
0.49181219190202774,0.8354943004690075,0.1753137125697366,0.4816929671609481,0.8035145273335816,0
0.8177995354286809,0.9812285548090574,0.42985855571664255,0.34147854855788917,0.9155439634419335,1
0.9707809936459368,0.9708719572061933,0.2390238935255946,0.2532756444314961,0.004120013404503853,1
0.013483314836048588,0.9001817063890527,0.7579708041786792,0.0900906138180062,0.943993114898455,1
0.7934059452351686,0.9403259782368701,0.04586727915343258,0.6464145787164284,0.24456841933434592,1
0.7373453964371737,0.44748352033953565,0.2570494661663555,0.8248774564999327,0.48303716196608804,0
0.8549440462856822,0.9013030923908819,0.4363243459547872,0.9129749084860384,0.5067736038465562,0
0.826915204170351,0.7928891895209202,0.9976934091241917,0.2785677880261346,0.7931913778892158,1
0.7284061442590326,0.8337026499673288,0.1257443613738719,0.6463450359435297,0.20221727921610355,0
0.12386325254599728,0.7033248961734614,0.4390763424666131,0.7081643832909046,0.20436011480365113,0
0.23434374290367188,0.7041380198565992,0.12582128457891217,0.6008268693355271,0.9178933137901994,1
0.4867624859165548,0.21844805698932512,0.37118444191541133,0.4697895320752685,0.385176164250425,1
0.13896468754665736,0.9027366371477464,0.04527077043803529,0.5816362769962307,0.408807832623011,0
0.91127979154475,0.3836154925424091,0.8947158023841218,0.6778059425764357,0.9156764990914876,1
0.09775014968975704,0.516221133902313,0.4321617391686897,0.6583337203037065,0.5225069899832746,0
0.5094262433550786,0.19676705323339327,0.9349405526564791,0.2896562136252203,0.7238573091634697,0
0.5028206298748558,0.40598523668831665,0.01968378677879712,0.5533509916330318,0.6991152048792263,0
0.6194600302000448,0.8828565638012467,0.9768987687608728,0.13925335758686141,0.6601535569714597,1
0.9713393450103883,0.7145960447991506,0.19292209012153727,0.779890540568767,0.7624020511740701,0
0.6720038834991185,0.3821217311874946,0.019562658752042106,0.4796809763385731,0.9515626719628123,0
0.8784424219743892,0.6424708673642546,0.7926239969335219,0.46044488723934407,0.5927235631330757,0
0.10590141214661786,0.10871085818326898,0.9468097572351889,0.28805345390107384,0.212144014718066,0
0.6295700769319441,0.2968043099562754,0.9499424986013346,0.016115712151029804,0.844827889639061,1
0.14021585267067393,0.12258481574044156,0.2827417123829761,0.9663412610146652,0.5738148620461171,1
0.3281168506214719,0.813081501151293,0.2976355898876113,0.5357460019907623,0.7228460408837477,0
0.7490613994615227,0.01415010370735248,0.044568541316513666,0.6309691391484773,0.9000324223037515,1
0.24425960925813373,0.25108927523495606,0.8570785645766453,0.31188528760805423,0.3947280226571954,1
0.46189495337978415,0.7334045925414289,0.48492571349273017,0.8386323343172489,0.8068752444987854,0
0.6525569844176332,0.8664302908702243,0.6090340983752437,0.42310502978584497,0.5148448505647307,1
0.5987762197065544,0.9240010283999053,0.825651716977174,0.5741178308521063,0.07587976612388958,1
0.7579266736625746,0.011099489357569103,0.796672387212843,0.7078008483850726,0.2289655418573353,0
0.14365631505071397,0.09799593981355492,0.9521648124330956,0.42243689836901466,0.37323354977841827,1
0.40408864036971814,0.45376916772213116,0.9561529240069279,0.5587511365277436,0.9890123678277385,1
0.7217138960929929,0.451866275586185,0.9760020422337387,0.7324779847963213,0.9757095987861356,0
0.9807521719013387,0.23394851199880695,0.42995357906829945,0.26987733408386017,0.007754681217269632,1
0.3705049693403719,0.6095643536068568,0.5416742208593239,0.6262932726703061,0.2473107944650217,0
0.06370935236896336,0.5348007286126367,0.14566893574163542,0.7662228075951242,0.6161268976572712,0
0.5963259323247264,0.007467764843464786,0.6112071215347441,0.590390105435547,0.2684858532216243,0
0.882545375109949,0.0040408099012891885,0.71934418141743,0.7074183925632579,0.4169896673637341,1
0.31395917160316833,0.46921074793404716,0.5153617353309654,0.8445199296723379,0.8977257502154669,1
0.8883744659461605,0.341427694737528,0.5434299835532406,0.7214965319948726,0.841186840344899,0
0.396671678043674,0.0721861353373554,0.6674053630827382,0.29143301015119405,0.8315673563989012,1
0.07832461020290793,0.2728392040353832,0.838977640631585,0.5760878314451046,0.6834693201393034,0
0.09037010758679054,0.9804564698979877,0.6905321281959876,0.9141743852619931,0.8803389982634718,1
0.4351798483662068,0.5514263443233586,0.9898697667853187,0.665815127197369,0.5766154596667686,1
0.7068214327146933,0.7745658599286371,0.4554062086535905,0.32508451194236065,0.07751247781365689,1
0.9231491487621006,0.1175572546893826,0.16924403534887777,0.45627024156629437,0.4335073408343507,0
0.5108316878453205,0.1164164193236914,0.0193618765668776,0.5050365475590162,0.5970874013965257,0
0.9837232492529772,0.7034137119295643,0.6225122056894284,0.05323086384540021,0.3606899199922745,1
0.8560764749910457,0.9613044529152165,0.685213393175731,0.3950764091006518,0.6312206490960437,0
0.14895235501568693,0.35138681160467744,0.9674333512205925,0.7427895252151266,0.6296982401145995,0
0.001666132940858489,0.41213687900815543,0.38398523858714706,0.5055102786522105,0.21631810644815286,0
0.14011734233630158,0.3024327499382329,0.8663884150665937,0.860830592326018,0.7798334505575245,1
0.6991648890695694,0.515132586964346,0.47698815100328085,0.6322077037856237,0.8076098476445848,1
0.9101497072510102,0.383348441114731,0.6395458735421686,0.22537315206063402,0.6505892578372068,0
0.7055911472476512,0.9491711058991885,0.4483613506922848,0.22763142719562923,0.5247187850266168,1
0.39899519087391644,0.6071426839223567,0.652576314229488,0.7820575176132437,0.45293604679693844,1
0.7428595908377541,0.5294552606379502,0.23549602789806867,0.6528583265549277,0.7767963697560394,1
0.29811021901589285,0.8370033370196268,0.9630379811288522,0.45276020395468863,0.6766877408600674,1
0.9368520388597528,0.25714161615039033,0.39089237100761054,0.6879772679560365,0.9111342362484011,1
0.8903381829355583,0.6801487607861778,0.10706054506317864,0.3844199907113244,0.4525727419325839,0
0.34440102179322873,0.14061332989935216,0.5663003617806076,0.95756838579748,0.7486642296282873,0
0.843576266285666,0.641836826452179,0.8251105430186333,0.8530206276724772,0.8014843356313821,0
0.9878526227015506,0.7173364872305631,0.27654790118984895,0.8144391035337976,0.8246958289963019,1
0.3780129976857326,0.9338517167150129,0.5468650854775154,0.3615616968734964,0.6512319314962886,0
0.21273045364875598,0.3323225573211064,0.03646114671622824,0.17799584920099654,0.12754343223469444,0
0.9870913589610827,0.20409615756637345,0.5424488439335403,0.015377112109180358,0.4633733598561596,0
0.9998887903063907,0.960790597704406,0.8607095415017652,0.26712619812724936,0.9844663413798507,0
